session_id,timestamp,intensity,intensity_norm,steps,movement_event
2347167796_4-1-2016,2016-04-01T06:16:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:17:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:18:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:19:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:20:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:21:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:22:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:23:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:24:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:25:00Z,1,0.3333,7,1
2347167796_4-1-2016,2016-04-01T06:26:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:27:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:28:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:29:00Z,0,0.0,0,0
2347167796_4-1-2016,2016-04-01T06:30:00Z,0,0.0,0,0
